OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType
21057,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,2006,1.0,4,39926,12400,27526,"Multifamily Housing, Office, Parking, Retail Store",Office,12400.0,2575.0,1010967.688,0.0,849654.0,161314.0,Multi_usage
21088,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1985,1.0,3,31417,8110,23307,"Office, Parking",Office,12890.0,,1126157.25,0.0,687472.0,438685.0,Multi_usage
21095,2016,NonResidential,Self-Storage Facility,DOWNTOWN,1928,1.0,6,46580,0,46580,Self-Storage Facility,Self-Storage Facility,,,710275.375,0.0,710275.0,0.0,Mono_usage
21097,2016,NonResidential,Retail Store,DOWNTOWN,1916,1.0,2,25920,0,25920,Retail Store,Retail Store,,,478690.0938,0.0,478690.0,0.0,Mono_usage
21102,2016,NonResidential,Retail Store,DOWNTOWN,1919,1.0,2,25920,0,25920,Retail Store,Retail Store,,,1011667.5,0.0,867448.0,144219.0,Mono_usage
21103,2016,NonResidential,Hotel,DOWNTOWN,1910,1.0,8,61721,0,61721,Hotel,,,,2897079.75,0.0,2534592.0,362488.0,Mono_usage
21108,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1919,1.0,2,25920,0,25920,Office,Office,,,1793851.375,0.0,1057542.0,736309.0,Mono_usage
21115,2016,NonResidential,Small- and Mid-Sized Office,EAST,1925,1.0,4,39760,0,39760,Office,Office,,,2478960.0,1739620.75,512225.0,227114.0,Mono_usage
21116,2016,NonResidential,Other,EAST,1920,1.0,3,30971,0,30971,Other,Other,,,2823184.0,230989.2969,1314572.0,1277622.0,Mono_usage
21117,2016,NonResidential,Small- and Mid-Sized Office,EAST,1946,1.0,3,22667,0,22667,Office,Office,,,3767135.0,1639341.375,1972293.0,155501.0,Mono_usage
21119,2016,NonResidential,Warehouse,LAKE_UNION,1927,1.0,2,33840,0,33840,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,13660.0,1440.0,2227638.25,0.0,1244691.0,982947.0,Multi_usage
21125,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,2001,1.0,5,33740,6010,27730,"Office, Parking, Retail Store",Office,8762.0,1500.0,1291405.25,0.0,1291405.0,0.0,Multi_usage
21129,2016,NonResidential,Retail Store,LAKE_UNION,1911,1.0,2,20516,0,20516,"Hotel, Retail Store",Retail Store,8000.0,,1021796.625,0.0,264984.0,756812.0,Multi_usage
21133,2016,NonResidential,Retail Store,LAKE_UNION,1906,1.0,3,27480,0,27480,"Office, Retail Store",Retail Store,8668.0,,1215156.25,0.0,1215156.0,0.0,Multi_usage
21138,2016,NonResidential,Mixed Use Property,LAKE_UNION,1947,1.0,1,46958,0,46958,"Bank Branch, Bar/Nightclub, Office, Parking",Office,33976.0,4579.0,1818867.875,0.0,1436548.0,382320.0,Multi_usage
21140,2016,NonResidential,Distribution Center,LAKE_UNION,1984,1.0,1,26532,0,26532,Distribution Center,Distribution Center,,,1934224.25,0.0,784585.0,1149639.0,Mono_usage
21141,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1981,1.0,2,22388,0,22388,"Multifamily Housing, Office",Office,2788.0,,576405.125,0.0,458439.0,117966.0,Multi_usage
21142,2016,NonResidential,Other,LAKE_UNION,1969,1.0,1,30730,0,30730,Other,Other,,,3050455.25,0.0,1918002.0,1132453.0,Mono_usage
21145,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1986,1.0,2,35600,0,35600,"Office, Parking",Office,0.0,,2173143.75,0.0,2104103.0,69040.0,Multi_usage
21150,2016,NonResidential,Worship Facility,MAGNOLIA_QUEENANNE,1949,1.0,3,62000,0,62000,"Other, Worship Facility",Worship Facility,5000.0,,1799664.125,0.0,286965.0,1512699.0,Multi_usage
21172,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1981,1.0,2,23600,0,23600,Office,Office,,,776248.6875,0.0,776249.0,0.0,Mono_usage
21177,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1986,1.0,3,40067,0,40067,Office,Office,,,2303732.75,0.0,2303732.0,0.0,Mono_usage
21178,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1989,1.0,3,26419,6922,19497,Office,Office,,,1074989.0,0.0,1074989.0,0.0,Mono_usage
21179,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1979,1.0,3,25262,0,25262,Office,Office,,,1469556.25,0.0,1174674.0,294882.0,Mono_usage
21180,2016,NonResidential,Other,LAKE_UNION,1996,0.0,3,53103,0,53103,Other,Other,,,4877959.0,0.0,4788878.0,89080.0,Mono_usage
21181,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1980,1.0,3,34106,0,34106,Office,Office,,,1619177.125,0.0,1619177.0,0.0,Mono_usage
21182,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1980,1.0,3,34545,0,34545,Office,Office,,,2313978.75,0.0,2313979.0,0.0,Mono_usage
21183,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1980,1.0,3,70296,0,70296,Office,Office,,,2782066.5,0.0,2782066.0,0.0,Mono_usage
25660,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1902,1.0,4,27838,0,27838,Office,Office,,,1217509.125,0.0,1217509.0,0.0,Mono_usage
21192,2016,NonResidential,Distribution Center,DELRIDGE,1971,2.0,2,28368,0,28368,"Distribution Center, Office",Distribution Center,9408.0,,1856230.625,0.0,1486130.0,370100.0,Multi_usage
21208,2016,NonResidential,Other,NORTHWEST,1964,1.0,2,92080,0,92080,Other,Other,,,5155090.5,0.0,3179345.0,1975745.0,Mono_usage
21212,2016,NonResidential,Other,NORTHWEST,1961,1.0,1,20236,0,20236,Other - Recreation,Other - Recreation,,,1965182.25,0.0,1187424.0,777758.0,Mono_usage
21213,2016,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1951,1.0,2,39815,0,39815,"Non-Refrigerated Warehouse, Office",Office,12697.0,,2050600.75,0.0,1488811.0,561790.0,Multi_usage
21216,2016,Nonresidential COS,Other,NORTHWEST,1970,1.0,4,25557,0,25557,Residential Care Facility,Residential Care Facility,,,2280352.5,0.0,2280352.0,0.0,Mono_usage
21218,2016,Nonresidential COS,Other,NORTHWEST,1958,1.0,2,26994,0,26994,"Office, Other - Services",Other - Services,10751.0,,3076813.25,0.0,881662.0,2195151.0,Multi_usage
21219,2016,NonResidential,Warehouse,NORTHWEST,1972,1.0,1,48112,0,48112,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1485945.875,0.0,1485946.0,0.0,Mono_usage
21221,2016,NonResidential,Other,NORTHWEST,2009,1.0,1,20909,0,20909,"Other - Public Services, Parking",Other - Public Services,0.0,,1208029.25,0.0,678411.0,529618.0,Multi_usage
21226,2016,NonResidential,Small- and Mid-Sized Office,NORTHWEST,2001,1.0,2,42793,16518,26275,"Office, Parking",Office,16518.0,,1772188.5,0.0,1772188.0,0.0,Multi_usage
21233,2016,NonResidential,Other,NORTHWEST,2007,1.0,2,45000,0,45000,Other - Recreation,Other - Recreation,,,5912066.0,0.0,2973668.0,2938397.0,Mono_usage
21236,2016,NonResidential,Retail Store,NORTHWEST,1998,1.0,1,26115,0,26115,Retail Store,Retail Store,,,1689372.625,0.0,1148350.0,541023.0,Mono_usage
21239,2016,NonResidential,Worship Facility,NORTHEAST,1949,1.0,1,26033,0,26033,"Parking, Worship Facility",Worship Facility,0.0,,1149140.25,0.0,340323.0,808817.0,Multi_usage
21243,2016,NonResidential,K-12 School,MAGNOLIA_QUEENANNE,2007,1.0,4,48660,0,48660,K-12 School,K-12 School,,,1881516.125,0.0,822509.0,1059007.0,Mono_usage
21244,2016,NonResidential,Senior Care Community,MAGNOLIA_QUEENANNE,1970,1.0,2,46539,0,46539,Senior Care Community,Senior Care Community,,,5400049.5,0.0,2306556.0,3093493.0,Mono_usage
21262,2016,NonResidential,Residence Hall,DOWNTOWN,1909,1.0,4,29796,0,29796,Residence Hall/Dormitory,Residence Hall/Dormitory,,,2233262.0,0.0,845812.0,1387450.0,Mono_usage
21265,2016,NonResidential,Retail Store,DOWNTOWN,1920,1.0,2,26400,0,26400,"Office, Parking, Retail Store",Retail Store,7200.0,2788.0,983595.875,0.0,761163.0,222433.0,Multi_usage
21266,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1918,1.0,3,38148,0,38148,"Office, Retail Store",Office,12495.0,,1262255.75,0.0,1262255.0,0.0,Multi_usage
21270,2016,NonResidential,Mixed Use Property,LAKE_UNION,1928,1.0,2,28800,0,28800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,,456953.0,0.0,249311.0,207642.0,Multi_usage
21278,2016,NonResidential,Worship Facility,MAGNOLIA_QUEENANNE,1955,1.0,5,31945,0,31945,"Parking, Worship Facility",Worship Facility,0.0,,1806468.0,0.0,1806468.0,0.0,Multi_usage
21290,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1985,1.0,5,85963,33055,52908,"Office, Parking",Office,33055.0,,4480961.0,0.0,4480960.0,0.0,Multi_usage
21310,2016,NonResidential,Retail Store,DOWNTOWN,1900,1.0,4,34680,0,34680,Retail Store,Retail Store,,,1169948.875,0.0,774990.0,394959.0,Mono_usage
21313,2016,NonResidential,Worship Facility,DOWNTOWN,1968,1.0,3,75058,34510,40548,Worship Facility,Worship Facility,,,5587347.0,0.0,1057107.0,4530240.0,Mono_usage
21317,2016,NonResidential,Retail Store,DOWNTOWN,1915,1.0,1,36504,0,36504,Retail Store,Retail Store,,,2100982.75,0.0,1968493.0,132489.0,Mono_usage
21318,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1907,1.0,6,35200,0,35200,Office,Office,,,2998208.25,0.0,2998208.0,0.0,Mono_usage
21319,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1907,1.0,5,35840,0,35840,Office,Office,,,1538750.625,0.0,723240.0,815511.0,Mono_usage
21321,2016,NonResidential,Other,DOWNTOWN,1941,1.0,2,25920,0,25920,Bank Branch,Bank Branch,,,1333432.125,0.0,1333432.0,0.0,Mono_usage
21322,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1928,1.0,4,30525,0,30525,"Office, Retail Store",Office,6104.0,,2883139.0,762032.8125,2121106.0,0.0,Multi_usage
21328,2016,NonResidential,Other,EAST,1964,1.0,4,49243,0,49243,Other/Specialty Hospital,Other/Specialty Hospital,,,8476183.0,0.0,7560588.0,915594.0,Mono_usage
21336,2016,NonResidential,Other,EAST,1912,0.0,3,20411,0,20411,Social/Meeting Hall,Social/Meeting Hall,,,2014475.875,0.0,774943.0,1239533.0,Mono_usage
21351,2016,NonResidential,Medical Office,EAST,1962,1.0,2,30855,10285,20570,Medical Office,Medical Office,,,2946756.25,0.0,1537788.0,1408968.0,Mono_usage
21353,2016,NonResidential,Small- and Mid-Sized Office,EAST,1910,1.0,3,73549,0,73549,"Office, Worship Facility",Office,31917.0,,2828950.5,0.0,927581.0,1901370.0,Multi_usage
21364,2016,NonResidential,Other,EAST,1988,1.0,5,45780,11400,34380,"Other - Education, Parking",Other - Education,4500.0,,10834087.0,5473370.5,5305454.0,55262.0,Multi_usage
21365,2016,NonResidential,Medical Office,EAST,1963,0.0,3,39115,0,39115,Medical Office,Medical Office,,,3735308.5,0.0,2998320.0,736988.0,Mono_usage
21366,2016,NonResidential,Other,EAST,1916,1.0,3,38038,0,38038,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,1184.0,436.0,1107290.625,682047.625,425243.0,0.0,Multi_usage
21367,2016,NonResidential,Worship Facility,EAST,1962,1.0,3,37796,0,37796,"Parking, Worship Facility",Worship Facility,17600.0,,2465983.5,1379517.75,883838.0,202628.0,Multi_usage
21380,2016,Nonresidential COS,Small- and Mid-Sized Office,BALLARD,1993,1.0,1,27744,0,27744,"Data Center, Office, Other",Office,6060.0,3304.0,5355753.0,0.0,5355752.0,0.0,Multi_usage
21382,2016,NonResidential,Warehouse,BALLARD,1960,1.0,1,36444,0,36444,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,161311.0938,0.0,161311.0,0.0,Mono_usage
21388,2016,NonResidential,Warehouse,BALLARD,1950,1.0,1,27553,0,27553,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,966677.125,0.0,427592.0,539085.0,Mono_usage
21389,2016,NonResidential,Distribution Center,BALLARD,1951,3.0,1,57310,0,57310,Distribution Center,Distribution Center,,,1253745.5,0.0,687408.0,566337.0,Mono_usage
21391,2016,NonResidential,Mixed Use Property,LAKE_UNION,1920,1.0,2,25920,0,25920,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",Office,7016.0,3609.0,989079.5,0.0,779325.0,209754.0,Multi_usage
21396,2016,NonResidential,Restaurant,LAKE_UNION,1919,1.0,3,40686,0,40686,Restaurant,Restaurant,,,2106073.5,0.0,842032.0,1264041.0,Mono_usage
21397,2016,NonResidential,Retail Store,LAKE_UNION,1964,1.0,2,45271,0,45271,Retail Store,Retail Store,,,2553763.5,0.0,1146853.0,1406910.0,Mono_usage
21398,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1920,1.0,3,28380,12180,16200,Office,Office,,,1372213.375,0.0,804313.0,567900.0,Mono_usage
21399,2016,NonResidential,Large Office,LAKE_UNION,2009,1.0,5,508160,0,508160,"Food Service, Office, Parking",Office,162894.0,11846.0,28053172.0,0.0,21725258.0,6327910.0,Multi_usage
21401,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1926,1.0,3,26176,0,26176,Office,Office,,,966907.375,0.0,417532.0,549375.0,Mono_usage
21413,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1926,1.0,1,37740,0,37740,"Office, Parking",Office,0.0,,7442314.5,0.0,6974197.0,468117.0,Multi_usage
21418,2016,Nonresidential COS,Other,MAGNOLIA_QUEENANNE,1961,1.0,1,26000,0,26000,Other,Other,,,5277482.5,2097789.75,3179693.0,0.0,Mono_usage
21424,2016,NonResidential,Worship Facility,MAGNOLIA_QUEENANNE,2009,1.0,3,23241,0,23241,Worship Facility,Worship Facility,,,739210.5,0.0,403459.0,335751.0,Mono_usage
21425,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1962,1.0,1,155795,0,155795,Other,Other,,,17673018.0,0.0,14798552.0,2874465.0,Mono_usage
21432,2016,Nonresidential COS,Other,MAGNOLIA_QUEENANNE,2002,1.0,1,21018,0,21018,Other,Other,,,1761137.5,175780.0,1585357.0,0.0,Mono_usage
21433,2016,Nonresidential COS,Other,MAGNOLIA_QUEENANNE,1998,1.0,1,30533,0,30533,Museum,Museum,,,5903015.0,0.0,2630916.0,3272098.0,Mono_usage
21435,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1961,1.0,2,33971,0,33971,Other - Recreation,Other - Recreation,,,17686444.0,0.0,9002735.0,8683709.0,Mono_usage
21436,2016,Nonresidential COS,Other,MAGNOLIA_QUEENANNE,1992,1.0,2,40600,0,40600,Other,Other,,,2485521.0,137900.0,1509514.0,374537.0,Mono_usage
21438,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1999,1.0,4,38038,0,38038,"Office, Parking",Office,19600.0,,2003807.75,0.0,2003807.0,0.0,Multi_usage
21442,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,2007,1.0,4,64596,24596,40000,"Office, Parking",Office,21350.0,,2524228.25,0.0,1219486.0,1304742.0,Multi_usage
21443,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1928,1.0,3,41466,6062,35404,"Laboratory, Office, Parking",Office,5000.0,1250.0,9190442.0,0.0,5506689.0,3683752.0,Multi_usage
21445,2016,NonResidential,Large Office,LAKE_UNION,2013,1.0,6,130710,100800,29910,"Bank Branch, Office, Parking, Restaurant",Office,88960.0,5436.0,7429423.0,0.0,6677063.0,752359.0,Multi_usage
21447,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1926,1.0,4,35780,0,35780,"Office, Parking, Retail Store",Office,8214.0,5225.0,1912760.75,0.0,1912760.0,0.0,Multi_usage
21459,2016,NonResidential,Mixed Use Property,MAGNOLIA_QUEENANNE,1964,1.0,4,25132,7308,17824,"Office, Parking, Restaurant",Office,8000.0,2095.0,564754.1875,0.0,564754.0,0.0,Multi_usage
21464,2016,Nonresidential COS,Other,DOWNTOWN,1966,1.0,1,49680,0,49680,Other,Other,,,2844685.0,1427730.0,1310105.0,0.0,Mono_usage
21465,2016,Nonresidential COS,Other,DOWNTOWN,1962,1.0,1,36314,0,36314,Other,Other,,,1832808.75,204650.0,1110431.0,391578.0,Mono_usage
21468,2016,NonResidential,Other,DOWNTOWN,1916,1.0,2,25920,0,25920,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,4329.0,4029.0,1257774.625,0.0,1257774.0,0.0,Multi_usage
21469,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1919,1.0,4,47686,0,47686,"Office, Retail Store",Office,8500.0,,2071670.25,897694.0,1173976.0,0.0,Multi_usage
21478,2016,Campus,Mixed Use Property,DOWNTOWN,1900,1.0,2,49280,0,49280,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",Retail Store,9240.0,8199.0,5437110.5,0.0,4128496.0,1308614.0,Multi_usage
21482,2016,Campus,Restaurant,DOWNTOWN,1912,1.0,2,25380,0,25380,"Food Sales, Office, Restaurant",Restaurant,6426.0,1840.0,6901554.0,0.0,3202277.0,3699277.0,Multi_usage
21483,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1915,1.0,6,40715,0,40715,"Non-Refrigerated Warehouse, Office, Retail Store",Office,16260.0,3560.0,2827772.75,0.0,2282146.0,545627.0,Multi_usage
21488,2016,NonResidential,Mixed Use Property,DOWNTOWN,1990,1.0,4,82065,34800,47265,"Office, Parking, Retail Store",Parking,27594.0,13945.0,1717130.875,0.0,1717131.0,0.0,Multi_usage
21495,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1910,1.0,4,36160,0,36160,Office,Office,,,1862176.875,0.0,1862177.0,0.0,Mono_usage
21496,2016,NonResidential,Mixed Use Property,DOWNTOWN,1918,1.0,1,34617,0,34617,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,5813.0,5581.0,5136604.5,0.0,2805989.0,2330615.0,Multi_usage
21505,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,5,66900,0,66900,Office,Office,,,1634178.25,0.0,1574921.0,59257.0,Mono_usage
21508,2016,NonResidential,Other,DOWNTOWN,1930,0.0,2,22710,0,22710,Food Service,Food Service,,,287763.5,0.0,287763.0,0.0,Mono_usage
21515,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,2000,1.0,3,50499,13540,36959,"Office, Parking",Office,13540.0,,3205182.5,0.0,3202764.0,2418.0,Multi_usage
21520,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1964,1.0,5,54465,9605,44860,"Office, Parking",Office,0.0,,3600571.25,0.0,3251200.0,349371.0,Multi_usage
21521,2016,NonResidential,K-12 School,EAST,1930,1.0,2,45960,0,45960,K-12 School,K-12 School,,,4167253.75,0.0,834638.0,3332616.0,Mono_usage
21530,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1959,1.0,2,21128,0,21128,Office,Office,,,436604.0938,0.0,436604.0,0.0,Mono_usage
21534,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,2013,1.0,3,51552,0,51552,"Data Center, Office",Office,650.0,,1539066.375,0.0,1539066.0,0.0,Multi_usage
21535,2016,NonResidential,Hotel,LAKE_UNION,1959,1.0,4,38520,0,38520,Hotel,Hotel,,,2804534.0,0.0,1597279.0,1207255.0,Mono_usage
21537,2016,NonResidential,Hotel,LAKE_UNION,1961,1.0,3,29186,4256,24930,Hotel,Hotel,,,867184.375,0.0,343234.0,523951.0,Mono_usage
21546,2016,NonResidential,Worship Facility,LAKE_UNION,1960,1.0,1,27338,0,27338,Worship Facility,Worship Facility,,,581289.0,0.0,581289.0,0.0,Mono_usage
21795,2016,NonResidential,Other,EAST,1999,1.0,2,85750,65640,20110,"K-12 School, Parking",Parking,20000.0,,2045592.0,0.0,669413.0,1376179.0,Multi_usage
21549,2016,NonResidential,Laboratory,MAGNOLIA_QUEENANNE,1962,1.0,2,34416,0,34416,"Laboratory, Office, Parking",Laboratory,13767.0,2000.0,12015936.0,0.0,4675400.0,7340535.0,Multi_usage
21550,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1930,1.0,3,45864,0,45864,Office,Office,,,2590622.0,0.0,480350.0,2110272.0,Mono_usage
21557,2016,NonResidential,K-12 School,NORTHWEST,1999,1.0,2,49252,0,49252,K-12 School,K-12 School,,,3485865.5,0.0,1738749.0,1747116.0,Mono_usage
21570,2016,SPS-District K-12,K-12 School,NORTH,1950,1.0,1,34005,0,34005,K-12 School,K-12 School,,,991918.0,0.0,921835.0,70083.0,Mono_usage
21578,2016,SPS-District K-12,K-12 School,SOUTHWEST,1949,1.0,1,41221,0,41221,K-12 School,K-12 School,,,2246747.5,0.0,1579221.0,667526.0,Mono_usage
21580,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1987,1.0,3,33176,0,33176,"Office, Parking",Office,15000.0,,1426279.5,0.0,862441.0,563838.0,Multi_usage
21582,2016,NonResidential,Retail Store,LAKE_UNION,1993,1.0,3,25194,3764,21430,"Medical Office, Office, Retail Store",Retail Store,8044.0,2635.0,1878742.875,0.0,950029.0,928714.0,Multi_usage
21601,2016,SPS-District K-12,K-12 School,SOUTHEAST,2000,1.0,2,75605,0,75605,K-12 School,K-12 School,,,2274873.5,0.0,1520396.0,754477.0,Mono_usage
21604,2016,SPS-District K-12,K-12 School,SOUTHEAST,2008,1.0,2,29525,0,29525,K-12 School,K-12 School,,,1297812.75,0.0,964739.0,333074.0,Mono_usage
21611,2016,NonResidential,Worship Facility,GREATER_DUWAMISH,1977,1.0,99,21948,0,21948,Worship Facility,Worship Facility,,,326001.1875,0.0,326001.0,0.0,Mono_usage
21613,2016,NonResidential,Other,EAST,1927,1.0,3,31191,0,31191,"Other - Recreation, Self-Storage Facility",Other - Recreation,1096.0,,5876439.0,0.0,3123654.0,2752785.0,Multi_usage
21617,2016,NonResidential,Other,NORTH,1947,1.0,1,37377,0,37377,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",3468.0,840.0,3040978.0,0.0,1078845.0,1962133.0,Multi_usage
21622,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1977,1.0,1,29380,0,29380,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,6837.0,5775.0,856088.625,0.0,856089.0,0.0,Multi_usage
21656,2016,NonResidential,Worship Facility,EAST,1922,1.0,2,22688,0,22688,Worship Facility,Worship Facility,,,331675.0,0.0,228628.0,103047.0,Mono_usage
21687,2016,NonResidential,Other,SOUTHEAST,1962,1.0,2,22364,0,22364,"Adult Education, Parking",Adult Education,0.0,,1467029.75,0.0,508870.0,958160.0,Multi_usage
21689,2016,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1982,1.0,2,41262,0,41262,Office,Office,,,1903455.875,0.0,1903455.0,0.0,Mono_usage
21716,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1953,1.0,2,43183,0,43183,"Data Center, Office",Office,11497.0,,7408342.0,0.0,6523873.0,884468.0,Multi_usage
21723,2016,NonResidential,Worship Facility,NORTH,1908,1.0,3,45680,0,45680,Worship Facility,Worship Facility,,,2077039.375,0.0,509352.0,1567688.0,Mono_usage
21741,2016,NonResidential,Senior Care Community,LAKE_UNION,2006,1.0,14,724148,0,724148,Senior Care Community,Senior Care Community,,,37797084.0,0.0,23718388.0,14078694.0,Mono_usage
21768,2016,NonResidential,Worship Facility,SOUTHWEST,1957,1.0,1,23562,0,23562,"Office, Worship Facility",Worship Facility,15212.0,,531737.1875,0.0,531737.0,0.0,Multi_usage
21772,2016,NonResidential,Small- and Mid-Sized Office,BALLARD,1999,1.0,4,28844,0,28844,"Office, Other",Office,10200.0,,910718.6875,0.0,910718.0,0.0,Multi_usage
21774,2016,SPS-District K-12,K-12 School,DELRIDGE,1988,1.0,2,54528,0,54528,K-12 School,K-12 School,,,1972078.625,0.0,1972078.0,0.0,Mono_usage
21783,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1989,1.0,1,21101,0,21101,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,2728.0,,675772.875,0.0,171716.0,504057.0,Multi_usage
21784,2016,NonResidential,Refrigerated Warehouse,GREATER_DUWAMISH,1914,1.0,2,45594,0,45594,Refrigerated Warehouse,Refrigerated Warehouse,,,1351267.875,0.0,1351268.0,0.0,Mono_usage
21785,2016,NonResidential,Other,GREATER_DUWAMISH,1950,1.0,1,26660,0,26660,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,,2241280.5,0.0,2241280.0,0.0,Mono_usage
21786,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1975,1.0,1,28126,0,28126,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,6346.0,,870625.8125,0.0,598370.0,272256.0,Multi_usage
21787,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1964,1.0,1,35000,0,35000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,378714.4063,0.0,378714.0,0.0,Mono_usage
21792,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1962,1.0,1,26150,0,26150,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1208407.625,0.0,815508.0,392900.0,Mono_usage
21793,2016,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1967,1.0,2,24000,0,24000,Office,Office,,,1088556.25,0.0,1088556.0,0.0,Mono_usage
21794,2016,NonResidential,K-12 School,EAST,1968,1.0,5,43594,0,43594,K-12 School,K-12 School,,,2478045.5,0.0,1264732.0,1213313.0,Mono_usage
21822,2016,NonResidential,Distribution Center,LAKE_UNION,1912,1.0,1,28080,0,28080,"Distribution Center, Office",Distribution Center,2500.0,,794724.625,0.0,513012.0,281713.0,Multi_usage
21879,2016,NonResidential,Senior Care Community,NORTHWEST,1954,1.0,2,51298,0,51298,Senior Care Community,Senior Care Community,,,5655578.0,0.0,2094607.0,3560971.0,Mono_usage
21883,2016,NonResidential,Worship Facility,NORTHWEST,1962,1.0,1,22047,0,22047,"Parking, Worship Facility",Worship Facility,0.0,,265774.9063,0.0,265775.0,0.0,Multi_usage
21893,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1979,1.0,1,31600,0,31600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,3363535.5,0.0,1633306.0,1730229.0,Mono_usage
21894,2016,NonResidential,Warehouse,GREATER_DUWAMISH,2007,1.0,1,35289,0,35289,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,876425.0,0.0,490823.0,385602.0,Mono_usage
